issn,titulo,citacoes_jcr,citacoes_scimago,impacto_jcr,impacto_scimago
1086671X,Mobilization,1,50,1.3,0.568
15362310,OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,3,69,2.2,0.568
15578100,OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,3,69,2.2,0.568
20555784,Pilot and Feasibility Studies,0,29,1.5,0.568
13182099,Radiology and Oncology,2,43,2.1,0.568
15813207,Radiology and Oncology,2,43,2.1,0.568
00365513,SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION,1,72,1.3,0.568
15027686,SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION,1,72,1.3,0.568
22185836,World Journal of Orthopedics,2,60,2.0,0.568
23147784,Advances in Public Health,0,14,1.7,0.567
23566868,Advances in Public Health,0,14,1.7,0.567
23311975,Cogent Business & Management,3,44,3.0,0.567
16133722,HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,1,53,1.2,0.567
09331719,HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,1,53,1.2,0.567
00219568,JOURNAL OF CHEMICAL AND ENGINEERING DATA,2,155,2.0,0.567
15205134,JOURNAL OF CHEMICAL AND ENGINEERING DATA,2,155,2.0,0.567
18142079,JOURNAL OF HYDRAULIC RESEARCH,2,96,1.7,0.567
00221686,JOURNAL OF HYDRAULIC RESEARCH,2,96,1.7,0.567
00222720,JOURNAL OF MICROSCOPY,1,122,1.5,0.567
13652818,JOURNAL OF MICROSCOPY,1,122,1.5,0.567
23256184,Journal of Operational Meteorology,1,7,0.8,0.567
17445302,Ships and Offshore Structures,2,43,1.7,0.567
1754212X,Ships and Offshore Structures,2,43,1.7,0.567
20326653,World Electric Vehicle Journal,0,32,2.6,0.567
23118571,World Journal of Traditional Chinese Medicine,0,16,4.3,0.567
25892894,World Journal of Traditional Chinese Medicine,0,16,4.3,0.567
20901240,AIDS Research and Treatment,1,34,1.1,0.566
20901259,AIDS Research and Treatment,1,34,1.1,0.566
03438651,CURRENT MICROBIOLOGY,2,108,2.3,0.566
14320991,CURRENT MICROBIOLOGY,2,108,2.3,0.566
25480839,European Endodontic Journal,2,12,1.6,0.566
21167214,European Journal of Environmental and Civil Engineering,2,44,2.2,0.566
19648189,European Journal of Environmental and Civil Engineering,2,44,2.2,0.566
25716255,Fire-Switzerland,3,28,3.0,0.566
23635150,Glass Structures & Engineering,1,18,1.5,0.566
23635142,Glass Structures & Engineering,1,18,1.5,0.566
09603123,INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,2,60,2.2,0.566
13691619,INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,2,60,2.2,0.566
10708022,JOURNAL OF NEURO-OPHTHALMOLOGY,2,70,2.0,0.566
15365166,JOURNAL OF NEURO-OPHTHALMOLOGY,2,70,2.0,0.566
15596109,Journal of the American Association for Laboratory Animal Science,1,65,1.2,0.566
07224060,POLAR BIOLOGY,1,89,1.5,0.566
14322056,POLAR BIOLOGY,1,89,1.5,0.566
00015547,ACTA CYTOLOGICA,1,65,1.6,0.565
19382650,ACTA CYTOLOGICA,1,65,1.6,0.565
17279364,AFRICAN JOURNAL OF AQUATIC SCIENCE,1,37,1.1,0.565
16085914,AFRICAN JOURNAL OF AQUATIC SCIENCE,1,37,1.1,0.565
18171737,Annals of Thoracic Medicine,2,43,2.1,0.565
19983557,Annals of Thoracic Medicine,2,43,2.1,0.565
1750614X,Chinese Management Studies,2,35,1.9,0.565
09632719,ENVIRONMENTAL VALUES,2,56,2.2,0.565
17527015,ENVIRONMENTAL VALUES,2,56,2.2,0.565
13504495,INFRARED PHYSICS & TECHNOLOGY,3,84,3.1,0.565
10991212,INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,1,70,1.1,0.565
1047482X,INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,1,70,1.1,0.565
09212728,JOURNAL OF PALEOLIMNOLOGY,1,90,1.7,0.565
15730417,JOURNAL OF PALEOLIMNOLOGY,1,90,1.7,0.565
14713802,Journal of Research in Special Educational Needs,2,36,1.3,0.565
19961944,Materials,3,168,3.1,0.565
17540178,Research in Mathematics Education,1,25,1.3,0.565
14794802,Research in Mathematics Education,1,25,1.3,0.565
24593087,Tobacco Prevention & Cessation,1,18,1.9,0.565
00021466,Agricultural Finance Review,1,35,1.5,0.564
20416326,Agricultural Finance Review,1,35,1.5,0.564
26393832,Annual Plant Reviews Online,3,18,1.2,0.564
15230430,ARCTIC ANTARCTIC AND ALPINE RESEARCH,1,86,1.6,0.564
19384246,ARCTIC ANTARCTIC AND ALPINE RESEARCH,1,86,1.6,0.564
16643607,Bulletin of Mathematical Sciences,1,23,1.1,0.564
16643615,Bulletin of Mathematical Sciences,1,23,1.1,0.564
15210456,DEVIANT BEHAVIOR,1,65,1.7,0.564
01639625,DEVIANT BEHAVIOR,1,65,1.7,0.564
21991154,Drugs-Real World Outcomes,0,21,1.9,0.564
21989788,Drugs-Real World Outcomes,0,21,1.9,0.564
22973362,Frontiers in Built Environment,2,35,2.2,0.564
07399332,Health Care for Women International,1,60,1.2,0.564
10964665,Health Care for Women International,1,60,1.2,0.564
18756891,International Journal of Computational Intelligence Systems,2,56,2.5,0.564
18756883,International Journal of Computational Intelligence Systems,2,56,2.5,0.564
17581184,Journal of Applied Research in Higher Education,1,25,1.9,0.564
20507003,Journal of Applied Research in Higher Education,1,25,1.9,0.564
2515690X,Journal of Evidence-Based Integrative Medicine,3,52,3.3,0.564
15398412,Journal of Geriatric Physical Therapy,3,47,1.5,0.564
21520895,Journal of Geriatric Physical Therapy,3,47,1.5,0.564
15737772,Journal of Housing and the Built Environment,2,57,1.8,0.564
15664910,Journal of Housing and the Built Environment,2,57,1.8,0.564
13490079,Journal of Oral Biosciences,2,26,2.6,0.564
18803865,Journal of Oral Biosciences,2,26,2.6,0.564
01495739,JOURNAL OF THERMAL STRESSES,2,71,2.6,0.564
1521074X,JOURNAL OF THERMAL STRESSES,2,71,2.6,0.564
16878205,Journal of Toxicology,4,47,3.4,0.564
16878191,Journal of Toxicology,4,47,3.4,0.564
01490419,MARINE GEODESY,2,56,2.0,0.564
1521060X,MARINE GEODESY,2,56,2.0,0.564
1467923X,POLITICAL QUARTERLY,2,50,1.7,0.564
00323179,POLITICAL QUARTERLY,2,50,1.7,0.564
2190572X,3 Biotech,2,69,2.6,0.563
21905738,3 Biotech,2,69,2.6,0.563
15206327,ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,2,72,1.5,0.563
07394462,ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,2,72,1.5,0.563
17443806,DIGITAL CREATIVITY,1,29,1.3,0.563
14626268,DIGITAL CREATIVITY,1,29,1.3,0.563
1687630X,Gastroenterology Research and Practice,2,62,2.0,0.563
16876121,Gastroenterology Research and Practice,2,62,2.0,0.563
18808026,INDUSTRIAL HEALTH,2,72,1.8,0.563
00198366,INDUSTRIAL HEALTH,2,72,1.8,0.563
16000560,JOURNAL OF CUTANEOUS PATHOLOGY,1,87,1.6,0.563
03036987,JOURNAL OF CUTANEOUS PATHOLOGY,1,87,1.6,0.563
15732681,JOURNAL OF ELASTICITY,1,70,1.8,0.563
03743535,JOURNAL OF ELASTICITY,1,70,1.8,0.563
17502977,Journal of Intervention and Statebuilding,2,25,2.3,0.563
17502985,Journal of Intervention and Statebuilding,2,25,2.3,0.563
19382405,JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,1,52,1.0,0.563
01913913,JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,1,52,1.0,0.563
21946388,Journal of Quantitative Analysis in Sports,1,23,1.1,0.563
15590410,Journal of Quantitative Analysis in Sports,1,23,1.1,0.563
16879686,Journal of Tropical Medicine,2,38,2.1,0.563
16879694,Journal of Tropical Medicine,2,38,2.1,0.563
15288927,JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME,1,95,1.9,0.563
10489002,JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME,1,95,1.9,0.563
16796225,Neotropical Ichthyology,1,49,2.0,0.563
20901429,Nursing Research and Practice,2,7,2.2,0.563
20901437,Nursing Research and Practice,2,7,2.2,0.563
14321955,PARASITOLOGY RESEARCH,1,109,1.8,0.563
09320113,PARASITOLOGY RESEARCH,1,109,1.8,0.563
17446880,Pharmacogenetics and Genomics,1,152,1.7,0.563
17446872,Pharmacogenetics and Genomics,1,152,1.7,0.563
17518369,POLAR RESEARCH,1,59,1.9,0.563
08000395,POLAR RESEARCH,1,59,1.9,0.563
18632386,Service Oriented Computing and Applications,1,31,1.8,0.563
18632394,Service Oriented Computing and Applications,1,31,1.8,0.563
19436246,WETLANDS,2,100,1.8,0.563
02775212,WETLANDS,2,100,1.8,0.563
17306264,ACTA ARITHMETICA,0,45,0.5,0.562
00651036,ACTA ARITHMETICA,0,45,0.5,0.562
17412633,ADAPTIVE BEHAVIOR,1,59,1.2,0.562
10597123,ADAPTIVE BEHAVIOR,1,59,1.2,0.562
19447515,AJIDD-American Journal on Intellectual and Developmental Disabilities,2,97,1.9,0.562
19447558,AJIDD-American Journal on Intellectual and Developmental Disabilities,2,97,1.9,0.562
17917530,ANTICANCER RESEARCH,1,136,1.6,0.562
02507005,ANTICANCER RESEARCH,1,136,1.6,0.562
13862588,AQUATIC ECOLOGY,2,70,1.7,0.562
15735125,AQUATIC ECOLOGY,2,70,1.7,0.562
18791506,ARCHIVES OF ORAL BIOLOGY,2,104,2.2,0.562
00039969,ARCHIVES OF ORAL BIOLOGY,2,104,2.2,0.562
23137673,Biomimetics,3,32,3.4,0.562
26738600,Frontiers in Insect Science,2,6,2.4,0.562
24208124,Health Psychology Research,2,11,2.0,0.562
24751472,IEEE Sensors Letters,2,34,2.2,0.562
21563950,IEEE Transactions on Components Packaging and Manufacturing Technology,2,114,2.3,0.562
14209098,INSECTES SOCIAUX,1,68,1.4,0.562
00201812,INSECTES SOCIAUX,1,68,1.4,0.562
1756378X,International Journal of Intelligent Computing and Cybernetics,2,25,2.2,0.562
17563798,International Journal of Intelligent Computing and Cybernetics,2,25,2.2,0.562
10964673,Issues in Mental Health Nursing,2,70,1.7,0.562
01612840,Issues in Mental Health Nursing,2,70,1.7,0.562
16100387,JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,5,72,5.5,0.562
16100379,JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,5,72,5.5,0.562
20771886,Journal of Economics Finance and Administrative Science,0,24,2.3,0.562
22180648,Journal of Economics Finance and Administrative Science,0,24,2.3,0.562
16165047,MAMMALIAN BIOLOGY,1,53,1.9,0.562
16181476,MAMMALIAN BIOLOGY,1,53,1.9,0.562
20698887,Management & Marketing,2,25,1.9,0.562
18420206,Management & Marketing,2,25,1.9,0.562
13835769,PARASITOLOGY INTERNATIONAL,1,68,1.5,0.562
18730329,PARASITOLOGY INTERNATIONAL,1,68,1.5,0.562
15251470,PEDIATRIC DERMATOLOGY,1,84,1.2,0.562
07368046,PEDIATRIC DERMATOLOGY,1,84,1.2,0.562
16128869,Plasma Processes and Polymers,3,89,2.9,0.562
16128850,Plasma Processes and Polymers,3,89,2.9,0.562
14617358,RATIONALITY AND SOCIETY,1,52,1.3,0.562
10434631,RATIONALITY AND SOCIETY,1,52,1.3,0.562
00343552,REHABILITATION COUNSELING BULLETIN,1,45,1.9,0.562
15384853,REHABILITATION COUNSELING BULLETIN,1,45,1.9,0.562
15309932,AAPS PHARMSCITECH,3,116,3.4,0.561
17441730,Asian Population Studies,2,28,1.5,0.561
17441749,Asian Population Studies,2,28,1.5,0.561
17526981,Clinical Respiratory Journal,2,45,1.9,0.561
1752699X,Clinical Respiratory Journal,2,45,1.9,0.561
18650473,Earth Science Informatics,2,38,2.7,0.561
18650481,Earth Science Informatics,2,38,2.7,0.561
14672227,ENTERPRISE & SOCIETY,0,31,0.7,0.561
14672235,ENTERPRISE & SOCIETY,0,31,0.7,0.561
17402344,First Language,1,51,1.2,0.561
01427237,First Language,1,51,1.2,0.561
17568919,Future Medicinal Chemistry,3,90,3.2,0.561
17568927,Future Medicinal Chemistry,3,90,3.2,0.561
14724049,JOURNAL OF ECOTOURISM,0,48,2.4,0.561
17477638,JOURNAL OF ECOTOURISM,0,48,2.4,0.561
1464374X,JOURNAL OF ENVIRONMENTAL LAW,2,38,2.0,0.561
09528873,JOURNAL OF ENVIRONMENTAL LAW,2,38,2.0,0.561
10492089,JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,1,72,1.2,0.561
15486869,JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,1,72,1.2,0.561
11087161,JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,2,72,1.7,0.561
15350118,Journal of Public Procurement,1,22,1.6,0.561
21506930,Journal of Public Procurement,1,22,1.6,0.561
17426545,Journal of Sexual Aggression,1,43,1.6,0.561
13552600,Journal of Sexual Aggression,1,43,1.6,0.561
11791519,Open Access Journal of Clinical Trials,1,15,1.4,0.561
15325040,PHYSIOTHERAPY THEORY AND PRACTICE,1,58,1.6,0.561
09593985,PHYSIOTHERAPY THEORY AND PRACTICE,1,58,1.6,0.561
15728730,Studia Logica,0,45,0.6,0.561
00393215,Studia Logica,0,45,0.6,0.561
18791476,AURIS NASUS LARYNX,1,59,1.6,0.56
03858146,AURIS NASUS LARYNX,1,59,1.6,0.56
17152992,CANADIAN JOURNAL OF PLANT PATHOLOGY,1,66,1.6,0.56
07060661,CANADIAN JOURNAL OF PLANT PATHOLOGY,1,66,1.6,0.56
2296598X,Frontiers in Energy Research,3,64,2.6,0.56
1613365X,Intercultural Pragmatics,1,47,1.8,0.56
1612295X,Intercultural Pragmatics,1,47,1.8,0.56
27724875,International Journal of Cardiology Cardiovascular Risk and Prevention,1,11,1.9,0.56
19232934,International Journal of Industrial Engineering Computations,1,38,1.6,0.56
19232926,International Journal of Industrial Engineering Computations,1,38,1.6,0.56
17936519,INTERNATIONAL JOURNAL OF MATHEMATICS,0,45,0.6,0.56
0129167X,INTERNATIONAL JOURNAL OF MATHEMATICS,0,45,0.6,0.56
14354446,JOURNAL OF GROUP THEORY,0,32,0.4,0.56
14335883,JOURNAL OF GROUP THEORY,0,32,0.4,0.56
1439863X,LIMNOLOGY,1,43,1.4,0.56
14398621,LIMNOLOGY,1,43,1.4,0.56
20505701,Microscopy,1,59,1.5,0.56
20505698,Microscopy,1,59,1.5,0.56
14782189,Musculoskeletal Care,1,35,1.5,0.56
02883635,NEW GENERATION COMPUTING,1,31,2.0,0.56
18827055,NEW GENERATION COMPUTING,1,31,2.0,0.56
15482634,POLYMER ENGINEERING AND SCIENCE,3,123,3.2,0.56
00323888,POLYMER ENGINEERING AND SCIENCE,3,123,3.2,0.56
18714528,POTATO RESEARCH,2,52,2.3,0.56
00143065,POTATO RESEARCH,2,52,2.3,0.56
26660334,Quaternary Science Advances,2,11,2.9,0.56
15787680,RED-Revista de Educacion a Distancia,2,16,1.9,0.56
25233688,Water Waves,1,4,0.8,0.56
2523367X,Water Waves,1,4,0.8,0.56
15598276,American Journal of Lifestyle Medicine,2,55,1.5,0.559
15598284,American Journal of Lifestyle Medicine,2,55,1.5,0.559
23996641,BMJ Open Quality,0,22,1.3,0.559
17556171,Canadian Review of Sociology-Revue Canadienne de Sociologie,1,42,1.1,0.559
1755618X,Canadian Review of Sociology-Revue Canadienne de Sociologie,1,42,1.1,0.559
25154230,Clean Energy,3,22,2.9,0.559
2515396X,Clean Energy,3,22,2.9,0.559
15541908,Journal of Emerging Technologies in Accounting,2,26,1.6,0.559
15587940,Journal of Emerging Technologies in Accounting,2,26,1.6,0.559
17454557,JOURNAL OF FOOD QUALITY,3,60,2.6,0.559
01469428,JOURNAL OF FOOD QUALITY,3,60,2.6,0.559
17446295,Journal of Intellectual Disabilities,1,55,1.5,0.559
17446309,Journal of Intellectual Disabilities,1,55,1.5,0.559
1554477X,Journal of Women Politics & Policy,2,38,1.6,0.559
00243949,LINGUISTICS,1,56,1.3,0.559
1613396X,LINGUISTICS,1,56,1.3,0.559
15474127,Thoracic Surgery Clinics,2,55,1.1,0.559
15585069,Thoracic Surgery Clinics,2,55,1.1,0.559
16196937,ACTA MECHANICA,2,89,2.3,0.558
00015970,ACTA MECHANICA,2,89,2.3,0.558
13813455,ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,2,59,2.5,0.558
17444160,ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,2,59,2.5,0.558
26736284,BioTech,0,20,2.7,0.558
20901305,Critical Care Research and Practice,2,36,1.8,0.558
20901313,Critical Care Research and Practice,2,36,1.8,0.558
15578062,Election Law Journal,1,13,1.3,0.558
15331296,Election Law Journal,1,13,1.3,0.558
16124642,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,1,59,1.8,0.558
19430647,IEEE Photonics Journal,2,93,2.1,0.558
19430655,IEEE Photonics Journal,2,93,2.1,0.558
17439132,International Journal of Managerial Finance,2,37,1.8,0.558
21568650,Medical Science Educator,0,24,1.9,0.558
18631711,Signal Image and Video Processing,1,53,2.0,0.558
18631703,Signal Image and Video Processing,1,53,2.0,0.558
10792082,AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,2,107,2.1,0.557
15352900,AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,2,107,2.1,0.557
02682605,APPLIED ORGANOMETALLIC CHEMISTRY,3,86,3.7,0.557
10990739,APPLIED ORGANOMETALLIC CHEMISTRY,3,86,3.7,0.557
19409818,BIOTECHNIQUES,2,143,2.2,0.557
07366205,BIOTECHNIQUES,2,143,2.2,0.557
24721727,Birth Defects Research,2,36,1.6,0.557
22133984,Clinical Epidemiology and Global Health,2,32,2.3,0.557
19393210,Food Additives & Contaminants Part B-Surveillance,3,41,2.5,0.557
19393229,Food Additives & Contaminants Part B-Surveillance,3,41,2.5,0.557
16737326,Frontiers of Business Research in China,2,22,1.3,0.557
16737431,Frontiers of Business Research in China,2,22,1.3,0.557
0018019X,HELVETICA CHIMICA ACTA,1,87,1.5,0.557
15222675,HELVETICA CHIMICA ACTA,1,87,1.5,0.557
14698455,International Journal of Childrens Spirituality,1,25,1.2,0.557
1364436X,International Journal of Childrens Spirituality,1,25,1.2,0.557
00218995,JOURNAL OF APPLIED POLYMER SCIENCE,2,193,2.7,0.557
10974628,JOURNAL OF APPLIED POLYMER SCIENCE,2,193,2.7,0.557
10963626,JOURNAL OF CHEMICAL THERMODYNAMICS,2,104,2.2,0.557
00219614,JOURNAL OF CHEMICAL THERMODYNAMICS,2,104,2.2,0.557
10225536,Journal of Orthopaedic Surgery,1,48,1.3,0.557
23094990,Journal of Orthopaedic Surgery,1,48,1.3,0.557
18684890,Journal of Politics in Latin America,1,15,1.6,0.557
1866802X,Journal of Politics in Latin America,1,15,1.6,0.557
18711413,Livestock Science,2,128,1.8,0.557
22124403,Oral Surgery Oral Medicine Oral Pathology Oral Radiology,2,139,2.0,0.557
22124411,Oral Surgery Oral Medicine Oral Pathology Oral Radiology,2,139,2.0,0.557
1558688X,PERCEPTUAL AND MOTOR SKILLS,1,81,1.4,0.557
00315125,PERCEPTUAL AND MOTOR SKILLS,1,81,1.4,0.557
14653958,POST-COMMUNIST ECONOMIES,2,33,2.2,0.557
14631377,POST-COMMUNIST ECONOMIES,2,33,2.2,0.557
22114866,REVIEW OF RELIGIOUS RESEARCH,1,46,1.5,0.557
0034673X,REVIEW OF RELIGIOUS RESEARCH,1,46,1.5,0.557
0136006X,ARTHROPODA SELECTA,0,17,0.7,0.556
20900430,Autoimmune Diseases,3,41,1.7,0.556
20900422,Autoimmune Diseases,3,41,1.7,0.556
1610241X,CESifo Economic Studies,1,34,0.8,0.556
16127501,CESifo Economic Studies,1,34,0.8,0.556
26629984,Discover Sustainability,2,12,2.4,0.556
20473877,International Journal of Developmental Disabilities,1,26,1.5,0.556
20473869,International Journal of Developmental Disabilities,1,26,1.5,0.556
17579872,International Journal of Structural Integrity,2,28,3.5,0.556
17579864,International Journal of Structural Integrity,2,28,3.5,0.556
17403898,International Politics,1,40,1.4,0.556
13845748,International Politics,1,40,1.4,0.556
03005526,INTERVIROLOGY,2,68,3.2,0.556
14230100,INTERVIROLOGY,2,68,3.2,0.556
17442591,Journal of Building Physics,2,42,1.8,0.556
21543992,JOURNAL OF EARLY INTERVENTION,1,52,1.5,0.556
10538151,JOURNAL OF EARLY INTERVENTION,1,52,1.5,0.556
1757448X,Journal of Integrative Neuroscience,2,40,2.5,0.556
02196352,Journal of Integrative Neuroscience,2,40,2.5,0.556
14703203,JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,1,51,2.1,0.556
17528976,JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,1,51,2.1,0.556
08898480,Mathematical Population Studies,1,24,1.4,0.556
1547724X,Mathematical Population Studies,1,24,1.4,0.556
17524512,Policing-A Journal of Policy and Practice,1,31,1.3,0.556
17524520,Policing-A Journal of Policy and Practice,1,31,1.3,0.556
1135755X,Psicologia Educativa,1,21,1.7,0.556
21740526,Psicologia Educativa,1,21,1.7,0.556
25676911,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,1,53,1.0,0.556
09320814,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,1,53,1.0,0.556
2052174X,Austral Entomology,1,47,1.1,0.555
20521758,Austral Entomology,1,47,1.1,0.555
19434480,Behavioral Sciences of Terrorism and Political Aggression,1,22,1.3,0.555
19434472,Behavioral Sciences of Terrorism and Political Aggression,1,22,1.3,0.555
11982241,Canadian Respiratory Journal,2,63,2.1,0.555
19167245,Canadian Respiratory Journal,2,63,2.1,0.555
21624933,Current Dermatology Reports,2,22,2.4,0.555
2523899X,Current Medical Science,2,39,2.0,0.555
20965230,Current Medical Science,2,39,2.0,0.555
17917549,IN VIVO,1,72,1.8,0.555
0258851X,IN VIVO,1,72,1.8,0.555
1751553X,International Journal of Laboratory Hematology,2,67,2.2,0.555
17515521,International Journal of Laboratory Hematology,2,67,2.2,0.555
1464519X,International Journal of Lifelong Education,2,54,1.9,0.555
02601370,International Journal of Lifelong Education,2,54,1.9,0.555
17511070,International Journal of Wine Business Research,2,45,2.3,0.555
17511062,International Journal of Wine Business Research,2,45,2.3,0.555
25381032,International Journal of Work-Integrated Learning,2,26,1.1,0.555
18063713,Jornal Brasileiro de Pneumologia,2,49,2.9,0.555
18063756,Jornal Brasileiro de Pneumologia,2,49,2.9,0.555
00221759,JOURNAL OF IMMUNOLOGICAL METHODS,1,147,1.6,0.555
18727905,JOURNAL OF IMMUNOLOGICAL METHODS,1,147,1.6,0.555
17404681,Journal of Moral Philosophy,1,27,1.1,0.555
17455243,Journal of Moral Philosophy,1,27,1.1,0.555
19930321,Journal of Mountain Science,2,55,2.3,0.555
16726316,Journal of Mountain Science,2,55,2.3,0.555
1662999X,Journal of Pseudo-Differential Operators and Applications,0,18,0.9,0.555
16629981,Journal of Pseudo-Differential Operators and Applications,0,18,0.9,0.555
19435460,JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,1,76,1.4,0.555
0733950X,JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,1,76,1.4,0.555
10991468,MANAGERIAL AND DECISION ECONOMICS,2,61,2.5,0.555
01436570,MANAGERIAL AND DECISION ECONOMICS,2,61,2.5,0.555
01694286,NEW FORESTS,2,62,1.9,0.555
15735095,NEW FORESTS,2,62,1.9,0.555
01942638,PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS,2,54,1.5,0.555
15413144,PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS,2,54,1.5,0.555
20460260,PsyCh Journal,1,25,1.3,0.555
20460252,PsyCh Journal,1,25,1.3,0.555
23001682,Central and Eastern European Migration Review,1,9,0.9,0.554
2057150X,Chinese Journal of Sociology,0,14,1.4,0.554
20571518,Chinese Journal of Sociology,0,14,1.4,0.554
15307999,JOURNAL OF CELLULAR PLASTICS,2,48,3.2,0.554
0021955X,JOURNAL OF CELLULAR PLASTICS,2,48,3.2,0.554
17531055,Journal of Eastern African Studies,1,36,0.9,0.554
17531063,Journal of Eastern African Studies,1,36,0.9,0.554
21946698,Journal of the Operations Research Society of China,1,20,0.9,0.554
2194668X,Journal of the Operations Research Society of China,1,20,0.9,0.554
00242519,LIBRARY QUARTERLY,1,44,1.6,0.554
1549652X,LIBRARY QUARTERLY,1,44,1.6,0.554
17535557,MATERIALS TECHNOLOGY,2,45,2.9,0.554
10667857,MATERIALS TECHNOLOGY,2,45,2.9,0.554
20754701,Metals,2,69,2.6,0.554
09515089,PHILOSOPHICAL PSYCHOLOGY,1,54,1.4,0.554
1465394X,PHILOSOPHICAL PSYCHOLOGY,1,54,1.4,0.554
15581381,Physical Medicine and Rehabilitation Clinics of North America,1,76,1.1,0.554
10479651,Physical Medicine and Rehabilitation Clinics of North America,1,76,1.1,0.554
14684802,SBORNIK MATHEMATICS,0,31,0.8,0.554
10645616,SBORNIK MATHEMATICS,0,31,0.8,0.554
23984694,Studies in Graduate and Postdoctoral Education,1,12,1.8,0.554
23984686,Studies in Graduate and Postdoctoral Education,1,12,1.8,0.554
02731223,WATER SCIENCE AND TECHNOLOGY,2,157,2.5,0.554
19969732,WATER SCIENCE AND TECHNOLOGY,2,157,2.5,0.554
22285652,BioImpacts,2,47,2.2,0.553
22285660,BioImpacts,2,47,2.2,0.553
23046767,Dentistry Journal,0,34,2.5,0.553
16876113,Dermatology Research and Practice,2,38,1.5,0.553
16876105,Dermatology Research and Practice,2,38,1.5,0.553
21675112,HERD-Health Environments Research & Design Journal,2,39,1.7,0.553
19375867,HERD-Health Environments Research & Design Journal,2,39,1.7,0.553
15731782,International Journal for Educational and Vocational Guidance,2,32,1.7,0.553
18730388,International Journal for Educational and Vocational Guidance,2,32,1.7,0.553
17356865,International Journal of Environmental Research,2,50,2.6,0.553
10538259,Journal of Experiential Education,1,44,1.0,0.553
2169009X,Journal of Experiential Education,1,44,1.0,0.553
00221112,JOURNAL OF FISH BIOLOGY,2,129,1.7,0.553
10958649,JOURNAL OF FISH BIOLOGY,2,129,1.7,0.553
10958541,JOURNAL OF THEORETICAL BIOLOGY,1,173,1.9,0.553
00225193,JOURNAL OF THEORETICAL BIOLOGY,1,173,1.9,0.553
14362236,MARINE BIOTECHNOLOGY,2,94,2.6,0.553
14362228,MARINE BIOTECHNOLOGY,2,94,2.6,0.553
23523522,Microbial Risk Analysis,2,21,3.0,0.553
10991514,OPTIMAL CONTROL APPLICATIONS & METHODS,1,51,2.0,0.553
01432087,OPTIMAL CONTROL APPLICATIONS & METHODS,1,51,2.0,0.553
0924865X,Review of Quantitative Finance and Accounting,2,53,1.9,0.553
15737179,Review of Quantitative Finance and Accounting,2,53,1.9,0.553
15534529,Social Influence,1,36,1.8,0.553
15534510,Social Influence,1,36,1.8,0.553
17539455,Therapeutic Advances in Cardiovascular Disease,3,41,2.6,0.553
17539447,Therapeutic Advances in Cardiovascular Disease,3,41,2.6,0.553
18625215,Zeitschrift fur Erziehungswissenschaft,1,28,1.5,0.553
1434663X,Zeitschrift fur Erziehungswissenschaft,1,28,1.5,0.553
16642910,ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,1,42,1.8,0.553
10100652,ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,1,42,1.8,0.553
22264310,Aerospace,2,38,2.1,0.552
11745398,Annals of Leisure Research,2,35,2.1,0.552
